L/W,H/P,Wi/Wo,P/Wu,CPK obs
5,1.28505,1.57142857142857,0.666666666666667,1.04677242654967
5,1.32175,1.57142857142857,0.666666666666667,1.03056245337108
5,0.210066666666667,1.57142857142857,0.5,2.41387839924859
5,0.245133333333333,1.57142857142857,0.5,2.36637667011421
5,0.2772,1.57142857142857,0.5,2.25504858845943
5,0.321333333333333,1.57142857142857,0.5,2.15434526978577
5,0.3292,1.57142857142857,0.5,2.12758249387661
5,0.361866666666667,1.57142857142857,0.5,2.00729672917967
5,0.399933333333333,1.57142857142857,0.5,1.93230080261389
5,0.418066666666667,1.57142857142857,0.5,1.85863211542913
5,0.465866666666667,1.57142857142857,0.5,1.78591398573219
5,0.51,1.57142857142857,0.5,1.69426560526247
5,0.570466666666667,1.57142857142857,0.5,1.60302818753915
5,0.611,1.57142857142857,0.5,1.54297482271209
5,0.6436,1.57142857142857,0.5,1.50423413534445
5,0.686533333333333,1.57142857142857,0.5,1.45492162212161
5,0.710133333333333,1.57142857142857,0.5,1.43160667631207
5,0.734333333333333,1.57142857142857,0.5,1.40700029149634
5,0.775466666666667,1.57142857142857,0.5,1.36739997821547
5,0.827466666666667,1.57142857142857,0.5,1.31613450786308
5,0.834666666666667,1.57142857142857,0.5,1.31206022498078
5,0.855866666666667,1.57142857142857,0.5,1.29166256511123
5,0.909066666666667,1.57142857142857,0.5,1.24814729673953
5,0.988266666666667,1.57142857142857,0.5,1.19430664293681
5,1.033,1.57142857142857,0.5,1.16693260456045
5,1.04513333333333,1.57142857142857,0.5,1.16467435853735
5,1.14546666666667,1.57142857142857,0.5,1.11138421751753
5,1.26946666666667,1.57142857142857,0.5,1.06388972337215
5,1.2906,1.57142857142857,0.5,1.06207772248481
5,1.40913333333333,1.57142857142857,0.5,1.01613020764844
5,1.42726666666667,1.57142857142857,0.5,1.00410863948711
5,1.58626666666667,1.57142857142857,0.5,0.963220159665594
5,1.602,1.57142857142857,0.5,0.957287289960891
5.90881823635273,0.19494,1.2,0.899820035992801,2.62479
5.90881823635273,0.22778,1.2,0.899820035992801,2.46267
5.90881823635273,0.26821,1.2,0.899820035992801,2.30055
5.90881823635273,0.30178,1.2,0.899820035992801,2.118645
5.90881823635273,0.34784,1.2,0.899820035992801,1.91568
5.90881823635273,0.3748,1.2,0.899820035992801,1.84713
5.90881823635273,0.4015,1.2,0.899820035992801,1.83264
5.90881823635273,0.46252,1.2,0.899820035992801,1.641525
5.90881823635273,0.50197,1.2,0.899820035992801,1.54794
5.90881823635273,0.52304,1.2,0.899820035992801,1.52553
5.90881823635273,0.55539,1.2,0.899820035992801,1.48203
5.90881823635273,0.61003,1.2,0.899820035992801,1.38846
5.90881823635273,0.64286,1.2,0.899820035992801,1.348905
5.90881823635273,0.67717,1.2,0.899820035992801,1.337055
5.90881823635273,0.73647,1.2,0.899820035992801,1.2606
5.90881823635273,0.77004,1.2,0.899820035992801,1.21974
5.90881823635273,0.80973,1.2,0.899820035992801,1.188105
5.90881823635273,0.85065,1.2,0.899820035992801,1.15779
5.90881823635273,0.87785,1.2,0.899820035992801,1.147245
4.9,0.233830455259026,1.5,1,2.18836119442484
4.9,0.295525902668759,1.5,1,1.98275383733239
4.9,0.39513343799058,1.5,1,1.71199850035285
4.9,0.500863422291993,1.5,1,1.49744155786874
4.9,0.606357927786499,1.5,1,1.35031558750882
4.9,0.71585557299843,1.5,1,1.22904199011997
4.9,0.858555729984301,1.5,1,1.11566646083274
4.9,1.0212715855573,1.5,1,1.03265371383204
4.9,0.150470957613814,1.5,1,2.55578312455893
4.9,0.182496075353218,1.5,1,2.39734981474947
4.9,0.215227629513343,1.5,1,2.24341257939308
4.9,0.248665620094191,1.5,1,2.11420077628793
4.9,0.292700156985871,1.5,1,1.97488421841919
4.9,0.350863422291993,1.5,1,1.80748456245589
5.08060672833022,0.17058,1.28491656812508,0.844525865382152,2.42512600963386
5.08060672833022,0.2082,1.28491656812508,0.844525865382152,2.25380795075457
5.08060672833022,0.23151,1.28491656812508,0.844525865382152,2.18196817161598
5.08060672833022,0.24675,1.28491656812508,0.844525865382152,2.09768090599298
5.08060672833022,0.26085,1.28491656812508,0.844525865382152,2.06587630787363
5.08060672833022,0.28593,1.28491656812508,0.844525865382152,1.97610198698404
5.08060672833022,0.33047,1.28491656812508,0.844525865382152,1.9056339716621
5.08060672833022,0.35273,1.28491656812508,0.844525865382152,1.8398909205975
5.08060672833022,0.36992,1.28491656812508,0.844525865382152,1.8179935055984
5.08060672833022,0.40104,1.28491656812508,0.844525865382152,1.73690702221425
5.08060672833022,0.45062,1.28491656812508,0.844525865382152,1.64266176740373
5.08060672833022,0.5031,1.28491656812508,0.844525865382152,1.56157528401958
5.0806600389464,0.1519,1.28485087373538,0.84452188172594,2.43622729527519
5.0806600389464,0.19977,1.28485087373538,0.84452188172594,2.24275576099211
5.0806600389464,0.20383,1.28485087373538,0.84452188172594,2.20962985753818
5.0806600389464,0.25398,1.28485087373538,0.84452188172594,2.04105355744594
5.0806600389464,0.30351,1.28485087373538,0.84452188172594,1.90128459977452
5.0806600389464,0.4005,1.28485087373538,0.84452188172594,1.65802259710977
5.0806600389464,0.69979,1.28485087373538,0.84452188172594,1.21971405554986
5.08055342044581,0.15638,1.28498226251478,0.844504227517294,2.41544751268255
5.08055342044581,0.2096,1.28498226251478,0.844504227517294,2.21507048578017
5.08055342044581,0.25929,1.28498226251478,0.844504227517294,2.03130686856264
5.08055342044581,0.30713,1.28498226251478,0.844504227517294,1.8814813481937
5.08055342044581,0.34531,1.28498226251478,0.844504227517294,1.76315525903151
5.08055342044581,0.51106,1.28498226251478,0.844504227517294,1.45634063797079
5.08055342044581,0.56154,1.28498226251478,0.844504227517294,1.37307036740969
5.08055342044581,0.60009,1.28498226251478,0.844504227517294,1.32927599692544
5.08055342044581,0.71137,1.28498226251478,0.844504227517294,1.21750382167563
5.08055342044581,0.81053,1.28498226251478,0.844504227517294,1.13860282705611
5.08055342044581,0.87187,1.28498226251478,0.844504227517294,1.09038837509608
5.08055342044581,0.92218,1.28498226251478,0.844504227517294,1.04217392313605
5.08055342044581,0.9799,1.28498226251478,0.844504227517294,1.0268306518063
5.08055342044581,0.15164,1.28498226251478,0.844427363566487,2.4513670253651
5.08055342044581,0.17037,1.28498226251478,0.844427363566487,2.38501499769408
5.08055342044581,0.20143,1.28498226251478,0.844427363566487,2.27588471022291
5.08055342044581,0.23114,1.28498226251478,0.844427363566487,2.15151276249039
5.08055342044581,0.25055,1.28498226251478,0.844427363566487,2.08795503920062
5.08055342044581,0.28051,1.28498226251478,0.844427363566487,1.98710605380477
5.08055342044581,0.30333,1.28498226251478,0.844427363566487,1.92969580015373
5.08055342044581,0.35345,1.28498226251478,0.844427363566487,1.78286780630284
5.08055342044581,0.40285,1.28498226251478,0.844427363566487,1.66235707916987
5.08055342044581,0.45062,1.28498226251478,0.844427363566487,1.59006080399693
5.08055342044581,0.5002,1.28498226251478,0.844427363566487,1.49581653804766
5.08055342044581,0.60262,1.28498226251478,0.844427363566487,1.35117318216756
5.08055342044581,0.70359,1.28498226251478,0.844427363566487,1.23940100691776
5.08055342044581,0.80094,1.28498226251478,0.844427363566487,1.14957682244427
5.08055342044581,0.90282,1.28498226251478,0.844427363566487,1.09257301306687
5.08055342044581,0.9989,1.28498226251478,0.844427363566487,1.05096328055342
5.08118081180812,0.30948,1.28548895899054,0.844710947109471,1.9145889298893
5.08118081180812,0.35327,1.28548895899054,0.844710947109471,1.77871815498155
5.08118081180812,0.40611,1.28548895899054,0.844710947109471,1.64721719557196
5.08118081180812,0.50292,1.28548895899054,0.844710947109471,1.47628627306273
5.08118081180812,0.60968,1.28548895899054,0.844710947109471,1.32064970479705
5.08118081180812,0.80058,1.28548895899054,0.844710947109471,1.1519036900369
5.08118081180812,0.90716,1.28548895899054,0.844710947109471,1.06201760147601
